Number	Name (English)	IPA (English)	Evolves from (English)	Name (Japanese)	Evolves from (Japanese)	Name (French)	Evolves from (French)	Name (Spanish)	Evolves from (Spanish)	Name (German)	Evolves from (German)	Name (Italian)	Evolves from (Italian)	Name (Korean)	Evolves from (Korean)	Name (Mandarin)	Evolves from (Mandarin)	Evolves into (English)	Total evolutionary stages	Evolutionary stage code	Baby	Legendary	Types	Weight (lb)	Weight (kg)	Height (in)	Height (m)	Percentage male	Percentage female	HP	Attack	Defense	Special Attack	Special Defense	Speed	Total Power	Bulbapedia URL
0486	Regigigas	ˌɹɛdʒiːˈɡiːɡəs	n/a	rejigigasu	n/a	Regigigas	n/a	Regigigas	n/a	Regigigas	n/a	Regigigas	n/a	Regigigas	n/a	Léijíqíkǎsī	n/a	n/a	1	1a	False	True	[('Normal',)]	925.9	420.0	146	3.7	???	???	110	160	110	80	110	100	670	"/wiki/Regigigas_(Pok%C3%A9mon)"
0487	Giratina	ˌɡɪɹəˈtiːnə	n/a	girateina	n/a	Giratina	n/a	Giratina	n/a	Giratina	n/a	Giratina	n/a	Giratina	n/a	Qílādìnà	n/a	n/a	1	1a	False	True	[('Ghost', 'Dragon')]	1653.5	750.0	177	4.5	???	???	150	100	120	100	120	90	680	"/wiki/Giratina_(Pok%C3%A9mon)"
0488	Cresselia	kɹɛsˈɛliːə	n/a	kureseria	n/a	Cresselia	n/a	Cresselia	n/a	Cresselia	n/a	Cresselia	n/a	Cresselia	n/a	Kèléisèlìyǎ / Kèléisèlìyà	n/a	n/a	1	1a	False	True	[('Psychic',)]	188.7	85.6	59	1.5	0.0	100.0	120	70	120	75	130	85	600	"/wiki/Cresselia_(Pok%C3%A9mon)"
0489	Phione	fiːˈoʊneɪ	n/a	fione	n/a	Phione	n/a	Phione	n/a	Phione	n/a	Phione	n/a	Phione	n/a	Fēi'ōunà	n/a	n/a	1	1a	False	False	[('Water',)]	6.8	3.1	16	0.4	???	???	80	80	80	80	80	80	480	"/wiki/Phione_(Pok%C3%A9mon)"
0490	Manaphy	ˈmænəfiː	n/a	manafi	n/a	Manaphy	n/a	Manaphy	n/a	Manaphy	n/a	Manaphy	n/a	Manaphy	n/a	Mǎnàfēi	n/a	n/a	1	1a	False	False	[('Water',)]	3.1	1.4	12	0.3	???	???	100	100	100	100	100	100	600	"/wiki/Manaphy_(Pok%C3%A9mon)"
0491	Darkrai	ˈdɑːɹkɹaɪ	n/a	daakurai	n/a	Darkrai	n/a	Darkrai	n/a	Darkrai	n/a	Darkrai	n/a	Darkrai	n/a	Dákèláiyī	n/a	n/a	1	1a	False	False	[('Dark',)]	111.3	50.5	59	1.5	???	???	70	90	90	135	90	125	600	"/wiki/Darkrai_(Pok%C3%A9mon)"
0492	Shaymin	ˈʃeɪmɪn	n/a	shieimi	n/a	Shaymin	n/a	Shaymin	n/a	Shaymin	n/a	Shaymin	n/a	Shaymin	n/a	Xièmǐ	n/a	n/a	1	1a	False	False	[('Grass', 'Flying'), ('Grass',)]	4.6	2.1	8	0.2	???	???	100	100	100	100	100	100	600	"/wiki/Shaymin_(Pok%C3%A9mon)"
0493	Arceus	ˈɑːɹkiːəs	n/a	aruseusu	n/a	Arceus	n/a	Arceus	n/a	Arceus	n/a	Arceus	n/a	Arceus	n/a	Ā'ěrzhòusī	n/a	n/a	1	1a	False	False	[('Normal',)]	705.5	320.0	126	3.2	???	???	120	120	120	120	120	120	720	"/wiki/Arceus_(Pok%C3%A9mon)"
0494	Victini	vɪkˈtiːniː	n/a	bikuteini	n/a	Victini	n/a	Victini	n/a	Victini	n/a	Victini	n/a	Victini	n/a	Bǐkètíní	n/a	n/a	1	1a	False	False	[('Psychic', 'Fire')]	8.8	4.0	16	0.4	???	???	100	100	100	100	100	100	600	"/wiki/Victini_(Pok%C3%A9mon)"
0495	Snivy	ˈsnaɪviː	n/a	tsutaaja	n/a	Vipélierre	n/a	Snivy	n/a	Serpifeu	n/a	Snivy	n/a	Juribiyan	n/a	Téngténgshé	n/a	{'Servine'}	3	3a	False	False	[('Grass',)]	17.9	8.1	24	0.6	87.5	12.5	45	45	55	45	55	63	308	"/wiki/Snivy_(Pok%C3%A9mon)"
0496	Servine	ˈsɝːvaɪn	Snivy	janobii	tsutaaja	Lianaja	Vipélierre	Servine	Snivy	Efoserp	Serpifeu	Servine	Snivy	Syabi	Juribiyan	Qīngténgshé	Téngténgshé	{'Serperior'}	3	3b	False	False	[('Grass',)]	35.3	16.0	31	0.8	87.5	12.5	60	60	75	60	75	83	413	"/wiki/Servine_(Pok%C3%A9mon)"
0497	Serperior	sɚˈpɪɹiːɚ	Servine	jarooda	janobii	Majaspic	Lianaja	Serperior	Servine	Serpiroyal	Efoserp	Serperior	Servine	Syaroda	Syabi	Jūnzhǔshé	Qīngténgshé	n/a	3	3c	False	False	[('Grass',)]	138.9	63.0	130	3.3	87.5	12.5	75	75	95	75	95	113	528	"/wiki/Serperior_(Pok%C3%A9mon)"
0498	Tepig	ˈtɛpɪɡ	n/a	pokabu	n/a	Gruikui	n/a	Tepig	n/a	Floink	n/a	Tepig	n/a	Ttukkuri	n/a	Nuǎnnuǎnzhū	n/a	{'Pignite'}	3	3a	False	False	[('Fire',)]	21.8	9.9	20	0.5	87.5	12.5	65	63	45	45	45	45	308	"/wiki/Tepig_(Pok%C3%A9mon)"
0499	Pignite	pɪɡˈnaɪt	Tepig	chaobuu	pokabu	Grotichon	Gruikui	Pignite	Tepig	Ferkokel	Floink	Pignite	Tepig	Chaokkul	Ttukkuri	Chǎochǎozhū	Nuǎnnuǎnzhū	{'Emboar'}	3	3b	False	False	[('Fire', 'Fighting')]	122.4	55.5	39	1.0	87.5	12.5	90	93	55	70	55	55	418	"/wiki/Pignite_(Pok%C3%A9mon)"
0500	Emboar	ˈɛmbɔːɹ	Pignite	enbuoo	chaobuu	Roitiflam	Grotichon	Emboar	Pignite	Flambirex	Ferkokel	Emboar	Pignite	Yeommuwang	Chaokkul	Yánwǔwáng	Chǎochǎozhū	n/a	3	3c	False	False	[('Fire', 'Fighting')]	330.7	150.0	63	1.6	87.5	12.5	110	123	65	100	65	65	528	"/wiki/Emboar_(Pok%C3%A9mon)"
0501	Oshawott	ˈɑːʃəwɑːt	n/a	mijumaru	n/a	Moustillon	n/a	Oshawott	n/a	Ottaro	n/a	Oshawott	n/a	Sudaengi	n/a	Shuǐshuǐtà / Shuǐshuǐtǎ	n/a	{'Dewott'}	3	3a	False	False	[('Water',)]	13.0	5.9	20	0.5	87.5	12.5	55	55	45	63	45	45	308	"/wiki/Oshawott_(Pok%C3%A9mon)"
0502	Dewott	ˈduwɑːt	Oshawott	futachimaru	mijumaru	Mateloutre	Moustillon	Dewott	Oshawott	Zwottronin	Ottaro	Dewott	Oshawott	Ssangeomzabi	Sudaengi	Shuāngrènwán	Shuǐshuǐtà / Shuǐshuǐtǎ	{'Samurott'}	3	3b	False	False	[('Water',)]	54.0	24.5	31	0.8	87.5	12.5	75	75	60	83	60	60	413	"/wiki/Dewott_(Pok%C3%A9mon)"
0503	Samurott	ˈsæmɚɑːt	Dewott	daikenki	futachimaru	Clamiral	Mateloutre	Samurott	Dewott	Admurai	Zwottronin	Samurott	Dewott	Daegeomgwi	Ssangeomzabi	Dàjiànguǐ	Shuāngrènwán	n/a	3	3c	False	False	[('Water', 'Dark'), ('Water',)]	208.6	94.6	59	1.5	87.5	12.5	95	100	85	108	70	70	528	"/wiki/Samurott_(Pok%C3%A9mon)"
0504	Patrat	pəˈtɹæt	n/a	minezumi	n/a	Ratentif	n/a	Patrat	n/a	Nagelotz	n/a	Patrat	n/a	Borujwi	n/a	Tàntànshǔ	n/a	{'Watchog'}	2	2a	False	False	[('Normal',)]	25.6	11.6	20	0.5	50.0	50.0	45	55	39	35	39	42	255	"/wiki/Patrat_(Pok%C3%A9mon)"
0505	Watchog	ˈwɑːtʃɑːɡ	Patrat	miruhoggu	minezumi	Miradar	Ratentif	Watchog	Patrat	Kukmarda	Nagelotz	Watchog	Patrat	Borugu	Borujwi	Bùshàoshǔ	Tàntànshǔ	n/a	2	2b	False	False	[('Normal',)]	59.5	27.0	43	1.1	50.0	50.0	60	85	69	60	69	77	420	"/wiki/Watchog_(Pok%C3%A9mon)"
0506	Lillipup	ˈlɪliːpʌp	n/a	yooterii	n/a	Ponchiot	n/a	Lillipup	n/a	Yorkleff	n/a	Lillipup	n/a	Yorterrie	n/a	Xiǎoyuēkè	n/a	{'Herdier'}	3	3a	False	False	[('Normal',)]	9.0	4.1	16	0.4	50.0	50.0	45	60	45	25	45	55	275	"/wiki/Lillipup_(Pok%C3%A9mon)"
0507	Herdier	ˈhɝːdiːɚ	Lillipup	haaderia	yooterii	Ponchien	Ponchiot	Herdier	Lillipup	Terribark	Yorkleff	Herdier	Lillipup	Herderrie	Yorterrie	Hāyuēkè	Xiǎoyuēkè	{'Stoutland'}	3	3b	False	False	[('Normal',)]	32.4	14.7	35	0.9	50.0	50.0	65	80	65	35	65	60	370	"/wiki/Herdier_(Pok%C3%A9mon)"
0508	Stoutland	ˈstaʊtlənd	Herdier	muurando	haaderia	Mastouffe	Ponchien	Stoutland	Herdier	Bissbark	Terribark	Stoutland	Herdier	Baland	Herderrie	Chángmáogǒu	Hāyuēkè	n/a	3	3c	False	False	[('Normal',)]	134.5	61.0	47	1.2	50.0	50.0	85	100	90	45	90	80	490	"/wiki/Stoutland_(Pok%C3%A9mon)"
0509	Purrloin	ˈpɝːlɔɪn	n/a	choroneko	n/a	Chacripan	n/a	Purrloin	n/a	Felilou	n/a	Purrloin	n/a	Ssaebinyang	n/a	Páshǒumāo	n/a	{'Liepard'}	2	2a	False	False	[('Dark',)]	22.3	10.1	16	0.4	50.0	50.0	41	50	37	50	37	66	281	"/wiki/Purrloin_(Pok%C3%A9mon)"
0510	Liepard	ˈlaɪpɚd	Purrloin	reparudasu	choroneko	Léopardus	Chacripan	Liepard	Purrloin	Kleoparda	Felilou	Liepard	Purrloin	Lepardas	Ssaebinyang	Kùbào	Páshǒumāo	n/a	2	2b	False	False	[('Dark',)]	82.7	37.5	43	1.1	50.0	50.0	64	88	50	88	50	106	446	"/wiki/Liepard_(Pok%C3%A9mon)"
0511	Pansage	ˈpænseɪdʒ	n/a	yanappu	n/a	Feuillajou	n/a	Pansage	n/a	Vegimak	n/a	Pansage	n/a	Yanappu	n/a	Huāyéhóu	n/a	{'Simisage'}	2	2a	False	False	[('Grass',)]	23.1	10.5	24	0.6	87.5	12.5	50	53	48	53	48	64	316	"/wiki/Pansage_(Pok%C3%A9mon)"
0512	Simisage	ˈsɪmiːseɪdʒ	Pansage	yanakkii	yanappu	Feuilloutan	Feuillajou	Simisage	Pansage	Vegichita	Vegimak	Simisage	Pansage	Yanakkie	Yanappu	Huāyéyuán	Huāyéhóu	n/a	2	2b	False	False	[('Grass',)]	67.2	30.5	43	1.1	87.5	12.5	75	98	63	98	63	101	498	"/wiki/Simisage_(Pok%C3%A9mon)"
0513	Pansear	ˈpænsɪɹ	n/a	baoppu	n/a	Flamajou	n/a	Pansear	n/a	Grillmak	n/a	Pansear	n/a	Baoppu	n/a	Bàoxiānghóu	n/a	{'Simisear'}	2	2a	False	False	[('Fire',)]	24.3	11.0	24	0.6	87.5	12.5	50	53	48	53	48	64	316	"/wiki/Pansear_(Pok%C3%A9mon)"
0514	Simisear	ˈsɪmiːsɪɹ	Pansear	baokkii	baoppu	Flamoutan	Flamajou	Simisear	Pansear	Grillchita	Grillmak	Simisear	Pansear	Baokkie	Baoppu	Bàoxiāngyuán	Bàoxiānghóu	n/a	2	2b	False	False	[('Fire',)]	61.7	28.0	39	1.0	87.5	12.5	75	98	63	98	63	101	498	"/wiki/Simisear_(Pok%C3%A9mon)"
0515	Panpour	ˈpænpɔːɹ	n/a	hiyappu	n/a	Flotajou	n/a	Panpour	n/a	Sodamak	n/a	Panpour	n/a	Atchappu	n/a	Lěngshuǐhóu	n/a	{'Simipour'}	2	2a	False	False	[('Water',)]	29.8	13.5	24	0.6	87.5	12.5	50	53	48	53	48	64	316	"/wiki/Panpour_(Pok%C3%A9mon)"
0516	Simipour	ˈsɪmiːpɔːɹ	Panpour	hiyakkii	hiyappu	Flotoutan	Flotajou	Simipour	Panpour	Sodachita	Sodamak	Simipour	Panpour	Atchakkie	Atchappu	Lěngshuǐyuán	Lěngshuǐhóu	n/a	2	2b	False	False	[('Water',)]	63.9	29.0	39	1.0	87.5	12.5	75	98	63	98	63	101	498	"/wiki/Simipour_(Pok%C3%A9mon)"
0517	Munna	ˈmuːnə	n/a	munna	n/a	Munna	n/a	Munna	n/a	Somniam	n/a	Munna	n/a	Mongna	n/a	Shímèngmèng	n/a	{'Musharna'}	2	2a	False	False	[('Psychic',)]	51.3	23.3	24	0.6	50.0	50.0	76	25	45	67	55	24	292	"/wiki/Munna_(Pok%C3%A9mon)"
0518	Musharna	muːˈʃɑːɹnə	Munna	mushaana	munna	Mushana	Munna	Musharna	Munna	Somnivora	Somniam	Musharna	Munna	Mongyamna	Mongna	Mèngmèngshí	Shímèngmèng	n/a	2	2b	False	False	[('Psychic',)]	133.4	60.5	43	1.1	50.0	50.0	116	55	85	107	95	29	487	"/wiki/Musharna_(Pok%C3%A9mon)"
0519	Pidove	piːˈdʌv	n/a	mamepato	n/a	Poichigeon	n/a	Pidove	n/a	Dusselgurr	n/a	Pidove	n/a	Kongdulgi	n/a	Dòudòugē	n/a	{'Tranquill'}	3	3a	False	False	[('Normal', 'Flying')]	4.6	2.1	12	0.3	50.0	50.0	50	55	50	36	30	43	264	"/wiki/Pidove_(Pok%C3%A9mon)"
0520	Tranquill	ˈtɹæŋkwɪl	Pidove	hatooboo	mamepato	Colombeau	Poichigeon	Tranquill	Pidove	Navitaub	Dusselgurr	Tranquill	Pidove	Yutobu	Kongdulgi	Gūgūgē	Dòudòugē	{'Unfezant'}	3	3b	False	False	[('Normal', 'Flying')]	33.1	15.0	24	0.6	50.0	50.0	62	77	62	50	42	65	358	"/wiki/Tranquill_(Pok%C3%A9mon)"
0521	Unfezant	ʌnˈfɛzənt	Tranquill	kenhorou	hatooboo	Déflaisan	Colombeau	Unfezant	Tranquill	Fasasnob	Navitaub	Unfezant	Tranquill	Kenhorrow	Yutobu	Gāo'àozhìjī	Gūgūgē	n/a	3	3c	False	False	[('Normal', 'Flying')]	63.9	29.0	47	1.2	50.0	50.0	80	105	80	65	55	93	478	"/wiki/Unfezant_(Pok%C3%A9mon)"
0522	Blitzle	ˈblɪtsəl	n/a	shimama	n/a	Zébibron	n/a	Blitzle	n/a	Elezeba	n/a	Blitzle	n/a	Julmyuma	n/a	Bānbānmǎ	n/a	{'Zebstrika'}	2	2a	False	False	[('Electric',)]	65.7	29.8	31	0.8	50.0	50.0	45	60	32	50	32	76	295	"/wiki/Blitzle_(Pok%C3%A9mon)"
0523	Zebstrika	zɛbˈstɹaɪkə	Blitzle	zeburaika	shimama	Zéblitz	Zébibron	Zebstrika	Blitzle	Zebritz	Elezeba	Zebstrika	Blitzle	Zebraika	Julmyuma	Léidiànbānmǎ	Bānbānmǎ	n/a	2	2b	False	False	[('Electric',)]	175.3	79.5	63	1.6	50.0	50.0	75	100	63	80	63	116	497	"/wiki/Zebstrika_(Pok%C3%A9mon)"
0524	Roggenrola	ˌɹɑːɡənˈɹoʊlə	n/a	dangoro	n/a	Nodulithe	n/a	Roggenrola	n/a	Kiesling	n/a	Roggenrola	n/a	Dangul	n/a	Shíwánzi	n/a	{'Boldore'}	3	3a	False	False	[('Rock',)]	39.7	18.0	16	0.4	50.0	50.0	55	75	85	25	25	15	280	"/wiki/Roggenrola_(Pok%C3%A9mon)"
0525	Boldore	ˈboʊldɔːɹ	Roggenrola	gantoru	dangoro	Géolithe	Nodulithe	Boldore	Roggenrola	Sedimantur	Kiesling	Boldore	Roggenrola	Amtru	Dangul	Dìmànyán	Shíwánzi	{'Gigalith'}	3	3b	False	False	[('Rock',)]	224.9	102.0	35	0.9	50.0	50.0	70	105	105	50	40	20	390	"/wiki/Boldore_(Pok%C3%A9mon)"
0526	Gigalith	ˈɡɪɡəlɪθ	Boldore	gigaiasu	gantoru	Gigalithe	Géolithe	Gigalith	Boldore	Brockoloss	Sedimantur	Gigalith	Boldore	Gigaiath	Amtru	Pángyánguài	Dìmànyán	n/a	3	3c	False	False	[('Rock',)]	573.2	260.0	67	1.7	50.0	50.0	85	135	130	60	70	25	505	"/wiki/Gigalith_(Pok%C3%A9mon)"
0527	Woobat	ˈwuːbæt	n/a	koromori	n/a	Chovsourir	n/a	Woobat	n/a	Fleknoil	n/a	Woobat	n/a	Ttorbakjwi	n/a	Gǔngǔnbiānfú	n/a	{'Swoobat'}	2	2a	False	False	[('Psychic', 'Flying')]	4.6	2.1	16	0.4	50.0	50.0	55	45	43	55	43	72	313	"/wiki/Woobat_(Pok%C3%A9mon)"
0528	Swoobat	ˈswuːbæt	Woobat	kokoromori	koromori	Rhinolove	Chovsourir	Swoobat	Woobat	Fletiamo	Fleknoil	Swoobat	Woobat	Mambakjwi	Ttorbakjwi	Xīnbiānfú	Gǔngǔnbiānfú	n/a	2	2b	False	False	[('Psychic', 'Flying')]	23.1	10.5	35	0.9	50.0	50.0	67	57	55	77	55	114	425	"/wiki/Swoobat_(Pok%C3%A9mon)"
0529	Drilbur	ˈdɹɪlbɚ	n/a	moguryuu	n/a	Rototaupe	n/a	Drilbur	n/a	Rotomurf	n/a	Drilbur	n/a	Dudeoryu	n/a	Luódīngdìshǔ	n/a	{'Excadrill'}	2	2a	False	False	[('Ground',)]	18.7	8.5	12	0.3	50.0	50.0	60	85	40	30	45	68	328	"/wiki/Drilbur_(Pok%C3%A9mon)"
0530	Excadrill	ˈɛksədrɪl	Drilbur	doryuuzu	moguryuu	Minotaupe	Rototaupe	Excadrill	Drilbur	Stalobor	Rotomurf	Excadrill	Drilbur	Moldryu	Dudeoryu	Lóngtóudìshǔ	Luódīngdìshǔ	n/a	2	2b	False	False	[('Ground', 'Steel')]	89.1	40.4	28	0.7	50.0	50.0	110	135	60	50	65	88	508	"/wiki/Excadrill_(Pok%C3%A9mon)"
0531	Audino	ˈɑːdɪnoʊ	n/a	tabunne	n/a	Nanméouïe	n/a	Audino	n/a	Ohrdoch	n/a	Audino	n/a	Dabunie	n/a	Chàbùduōwáwa	n/a	n/a	1	1a	False	False	[('Normal',)]	68.3	31.0	43	1.1	50.0	50.0	103	60	86	60	86	50	445	"/wiki/Audino_(Pok%C3%A9mon)"
0532	Timburr	ˈtɪmbɚ	n/a	dokkoraa	n/a	Charpenti	n/a	Timburr	n/a	Praktibalk	n/a	Timburr	n/a	Uratcha	n/a	Bānyùnxiǎojiàng	n/a	{'Gurdurr'}	3	3a	False	False	[('Fighting',)]	27.6	12.5	24	0.6	75.0	25.0	75	80	55	25	35	35	305	"/wiki/Timburr_(Pok%C3%A9mon)"
0533	Gurdurr	ˈɡɝːdɚ	Timburr	dotekkotsu	dokkoraa	Ouvrifier	Charpenti	Gurdurr	Timburr	Strepoli	Praktibalk	Gurdurr	Timburr	Tosoegol	Uratcha	Tiěgǔtǔrén	Bānyùnxiǎojiàng	{'Conkeldurr'}	3	3b	False	False	[('Fighting',)]	88.2	40.0	47	1.2	75.0	25.0	85	105	85	40	50	40	405	"/wiki/Gurdurr_(Pok%C3%A9mon)"
0534	Conkeldurr	kɑːŋˈkɛldɚ	Gurdurr	roobushin	dotekkotsu	Bétochef	Ouvrifier	Conkeldurr	Gurdurr	Meistagrif	Strepoli	Conkeldurr	Gurdurr	Nobocheong	Tosoegol	Xiūjiànlǎojiàng	Tiěgǔtǔrén	n/a	3	3c	False	False	[('Fighting',)]	191.8	87.0	55	1.4	75.0	25.0	105	140	95	55	65	45	505	"/wiki/Conkeldurr_(Pok%C3%A9mon)"
0535	Tympole	ˈtɪmpɔːl	n/a	otamaro	n/a	Tritonde	n/a	Tympole	n/a	Schallquap	n/a	Tympole	n/a	Dongchaengi	n/a	Yuánkēdǒu	n/a	{'Palpitoad'}	3	3a	False	False	[('Water',)]	9.9	4.5	20	0.5	50.0	50.0	50	50	40	50	40	64	294	"/wiki/Tympole_(Pok%C3%A9mon)"
0536	Palpitoad	ˈpælpətoʊd	Tympole	gamagaru	otamaro	Batracné	Tritonde	Palpitoad	Tympole	Mebrana	Schallquap	Palpitoad	Tympole	Dukkabi	Dongchaengi	Lánchánchú	Yuánkēdǒu	{'Seismitoad'}	3	3b	False	False	[('Water', 'Ground')]	37.5	17.0	31	0.8	50.0	50.0	75	65	55	65	55	69	384	"/wiki/Palpitoad_(Pok%C3%A9mon)"
0537	Seismitoad	ˈsaɪzmətoʊd	Palpitoad	gamageroge	gamagaru	Crapustule	Batracné	Seismitoad	Palpitoad	Branawarz	Mebrana	Seismitoad	Palpitoad	Dubiggul	Dukkabi	Chánchúwáng	Lánchánchú	n/a	3	3c	False	False	[('Water', 'Ground')]	136.7	62.0	59	1.5	50.0	50.0	105	85	75	85	75	74	499	"/wiki/Seismitoad_(Pok%C3%A9mon)"
0538	Throh	ˈθɹoʊ	n/a	nageki	n/a	Judokrak	n/a	Throh	n/a	Jiutesto	n/a	Throh	n/a	Deonjimi	n/a	Tóushuāiguǐ	n/a	n/a	1	1a	False	False	[('Fighting',)]	122.4	55.5	51	1.3	100.0	0.0	120	100	85	30	85	45	465	"/wiki/Throh_(Pok%C3%A9mon)"
0539	Sawk	ˈsɑːk	n/a	dageki	n/a	Karaclée	n/a	Sawk	n/a	Karadonis	n/a	Sawk	n/a	Tagyeokgwi	n/a	Dǎjíguǐ / Dǎjīguǐ	n/a	n/a	1	1a	False	False	[('Fighting',)]	112.4	51.0	55	1.4	100.0	0.0	75	125	75	30	75	85	465	"/wiki/Sawk_(Pok%C3%A9mon)"
0540	Sewaddle	səˈwɑːdəl	n/a	kurumiru	n/a	Larveyette	n/a	Sewaddle	n/a	Strawickl	n/a	Sewaddle	n/a	Durbo	n/a	Chóngbǎobāo	n/a	{'Swadloon'}	3	3a	False	False	[('Bug', 'Grass')]	5.5	2.5	12	0.3	50.0	50.0	45	53	70	40	60	42	310	"/wiki/Sewaddle_(Pok%C3%A9mon)"
0541	Swadloon	swɑːdˈluːn	Sewaddle	kurumayu	kurumiru	Couverdure	Larveyette	Swadloon	Sewaddle	Folikon	Strawickl	Swadloon	Sewaddle	Durcoon	Durbo	Bǎobāojiǎn	Chóngbǎobāo	{'Leavanny'}	3	3b	False	False	[('Bug', 'Grass')]	16.1	7.3	20	0.5	50.0	50.0	55	63	90	50	80	42	380	"/wiki/Swadloon_(Pok%C3%A9mon)"
0542	Leavanny	liːˈvæniː	Swadloon	hahakomori	kurumayu	Manternel	Couverdure	Leavanny	Swadloon	Matrifol	Folikon	Leavanny	Swadloon	Moameo	Durcoon	Bǎomǔchóng	Bǎobāojiǎn	n/a	3	3c	False	False	[('Bug', 'Grass')]	45.2	20.5	47	1.2	50.0	50.0	75	103	80	70	70	92	490	"/wiki/Leavanny_(Pok%C3%A9mon)"
0543	Venipede	ˈvɛnɪpiːd	n/a	fushide	n/a	Venipatte	n/a	Venipede	n/a	Toxiped	n/a	Venipede	n/a	Madine	n/a	Bǎizúwúgōng	n/a	{'Whirlipede'}	3	3a	False	False	[('Bug', 'Poison')]	11.7	5.3	16	0.4	50.0	50.0	30	45	59	30	39	57	260	"/wiki/Venipede_(Pok%C3%A9mon)"
0544	Whirlipede	ˈhwɝːlɪpiːd	Venipede	hoiiga	fushide	Scobolide	Venipatte	Whirlipede	Venipede	Rollum	Toxiped	Whirlipede	Venipede	Hwilgu	Madine	Chēlúnqiú	Bǎizúwúgōng	{'Scolipede'}	3	3b	False	False	[('Bug', 'Poison')]	129.0	58.5	47	1.2	50.0	50.0	40	55	99	40	79	47	360	"/wiki/Whirlipede_(Pok%C3%A9mon)"
0545	Scolipede	ˈskoʊlɪpiːd	Whirlipede	pendoraa	hoiiga	Brutapode	Scobolide	Scolipede	Whirlipede	Cerapendra	Rollum	Scolipede	Whirlipede	Pendror	Hwilgu	Wúgōngwáng	Chēlúnqiú	n/a	3	3c	False	False	[('Bug', 'Poison')]	442.0	200.5	98	2.5	50.0	50.0	60	90	89	55	69	112	475	"/wiki/Scolipede_(Pok%C3%A9mon)"
0546	Cottonee	ˈkɑːʔəniː	n/a	monmen	n/a	Doudouvet	n/a	Cottonee	n/a	Waumboll	n/a	Cottonee	n/a	Somian	n/a	Mùmiánqiú	n/a	{'Whimsicott'}	2	2a	False	False	[('Grass', 'Fairy')]	1.3	0.6	12	0.3	50.0	50.0	40	27	60	37	50	66	280	"/wiki/Cottonee_(Pok%C3%A9mon)"
0547	Whimsicott	ˈhwɪmsɪkɑːt	Cottonee	erufuun	monmen	Farfaduvet	Doudouvet	Whimsicott	Cottonee	Elfun	Waumboll	Whimsicott	Cottonee	Elfuun	Somian	Fēngyāojing	Mùmiánqiú	n/a	2	2b	False	False	[('Grass', 'Fairy')]	14.6	6.6	28	0.7	50.0	50.0	60	67	85	77	75	116	480	"/wiki/Whimsicott_(Pok%C3%A9mon)"
0548	Petilil	ˈpɛɾəlɪl	n/a	churine	n/a	Chlorobule	n/a	Petilil	n/a	Lilminip	n/a	Petilil	n/a	Chirilri	n/a	Bǎihégēnwáwá	n/a	{'Lilligant'}	2	2a	False	False	[('Grass',)]	14.6	6.6	20	0.5	0.0	100.0	45	35	50	70	50	30	280	"/wiki/Petilil_(Pok%C3%A9mon)"
0549	Lilligant	ˈlɪləɡənt	Petilil	doredia	churine	Fragilady	Chlorobule	Lilligant	Petilil	Dressella	Lilminip	Lilligant	Petilil	Dredear	Chirilri	Qún'érxiǎojiě	Bǎihégēnwáwá	n/a	2	2b	False	False	[('Grass', 'Fighting'), ('Grass',)]	35.9	16.3	43	1.1	0.0	100.0	70	60	75	110	75	90	480	"/wiki/Lilligant_(Pok%C3%A9mon)"
0550	Basculin	ˈbæskjuːlɪn	n/a	basurao	n/a	Bargantua	n/a	Basculin	n/a	Barschuft	n/a	Basculin	n/a	Bessnai	n/a	Yěmánlúyú	n/a	{'Basculegion'}	2	2a	False	False	[('Water',)]	39.7	18.0	39	1.0	50.0	50.0	70	92	65	80	55	98	460	"/wiki/Basculin_(Pok%C3%A9mon)"
0551	Sandile	ˈsændaɪl	n/a	meguroko	n/a	Mascaïman	n/a	Sandile	n/a	Ganovil	n/a	Sandile	n/a	Kkamnunku	n/a	Hēiyǎn'è	n/a	{'Krokorok'}	3	3a	False	False	[('Ground', 'Dark')]	33.5	15.2	28	0.7	50.0	50.0	50	72	35	35	35	65	292	"/wiki/Sandile_(Pok%C3%A9mon)"
0552	Krokorok	ˈkɹɑːkoʊɹɑːk	Sandile	warubiru	meguroko	Escroco	Mascaïman	Krokorok	Sandile	Rokkaiman	Ganovil	Krokorok	Sandile	Akbir	Kkamnunku	Hùnhun'è	Hēiyǎn'è	{'Krookodile'}	3	3b	False	False	[('Ground', 'Dark')]	73.6	33.4	39	1.0	50.0	50.0	60	82	45	45	45	74	351	"/wiki/Krokorok_(Pok%C3%A9mon)"
0553	Krookodile	ˈkɹʊkoʊdaɪl	Krokorok	warubiaru	warubiru	Crocorible	Escroco	Krookodile	Krokorok	Rabigator	Rokkaiman	Krookodile	Krokorok	Akbiar	Akbir	Liúmáng'è	Hùnhun'è	n/a	3	3c	False	False	[('Ground', 'Dark')]	212.3	96.3	59	1.5	50.0	50.0	95	117	70	65	70	92	509	"/wiki/Krookodile_(Pok%C3%A9mon)"
